tempo de leitura: 0.304565
Iteracao	Erro < 0.001000
1608		0.265220
1609		0.209513
1610		0.264819
1611		0.209263
1612		0.264420
1613		0.209013
1614		0.264021
1615		0.208764
1616		0.263623
1617		0.208514
1618		0.263225
1619		0.208265
1620		0.262828
1621		0.208017
1622		0.262432
1623		0.207768
1624		0.262036
1625		0.207520
1626		0.261641
1627		0.207272
1628		0.261247
1629		0.207024
1630		0.260853
1631		0.206777
1632		0.260460
1633		0.206530
1634		0.260068
1635		0.206283
1636		0.259676
1637		0.206036
1638		0.259285
1639		0.205790
1640		0.258895
1641		0.205544
1642		0.258505
1643		0.205298
1644		0.258116
1645		0.205052
1646		0.257728
1647		0.204807
1648		0.257340
1649		0.204562
1650		0.256953
1651		0.204317
1652		0.256567
1653		0.204072
1654		0.256181
1655		0.203828
1656		0.255796
1657		0.203584
1658		0.255412
1659		0.203340
1660		0.255028
1661		0.203097
1662		0.254645
1663		0.202854
1664		0.254262
1665		0.202611
1666		0.253880
1667		0.202368
1668		0.253499
1669		0.202125
1670		0.253118
1671		0.201883
1672		0.252738
1673		0.201641
1674		0.252359
1675		0.201399
1676		0.251980
1677		0.201158
1678		0.251602
1679		0.200917
1680		0.251224
1681		0.200676
1682		0.250848
1683		0.200435
1684		0.250471
1685		0.200195
1686		0.250096
1687		0.199955
1688		0.249721
1689		0.199715
1690		0.249347
1691		0.199475
1692		0.248973
1693		0.199236
1694		0.248600
1695		0.198997
1696		0.248227
1697		0.198758
1698		0.247855
1699		0.198519
1700		0.247484
1701		0.198281
1702		0.247114
1703		0.198042
1704		0.246744
1705		0.197805
1706		0.246374
1707		0.197567
1708		0.246005
1709		0.197330
1710		0.245637
1711		0.197093
1712		0.245270
1713		0.196856
1714		0.244903
1715		0.196619
1716		0.244536
1717		0.196383
1718		0.244171
1719		0.196147
1720		0.243806
1721		0.195911
1722		0.243441
1723		0.195675
1724		0.243077
1725		0.195440
1726		0.242714
1727		0.195205
1728		0.242351
1729		0.194970
1730		0.241989
1731		0.194735
1732		0.241628
1733		0.194501
1734		0.241267
1735		0.194267
1736		0.240906
1737		0.194033
1738		0.240547
1739		0.193800
1740		0.240188
1741		0.193566
1742		0.239829
1743		0.193333
1744		0.239471
1745		0.193100
1746		0.239114
1747		0.192868
1748		0.238757
1749		0.192635
1750		0.238401
1751		0.192403
1752		0.238045
1753		0.192172
1754		0.237690
1755		0.191940
1756		0.237336
1757		0.191709
1758		0.236982
1759		0.191478
1760		0.236629
1761		0.191247
1762		0.236276
1763		0.191016
1764		0.235924
1765		0.190786
1766		0.235573
1767		0.190556
1768		0.235222
1769		0.190326
1770		0.234871
1771		0.190096
1772		0.234522
1773		0.189867
1774		0.234173
1775		0.189638
1776		0.233824
1777		0.189409
1778		0.233476
1779		0.189181
1780		0.233128
1781		0.188952
1782		0.232782
1783		0.188724
1784		0.232435
1785		0.188496
1786		0.232089
1787		0.188269
1788		0.231744
1789		0.188041
1790		0.231400
1791		0.187814
1792		0.231056
1793		0.187587
1794		0.230712
1795		0.187361
1796		0.230369
1797		0.187134
1798		0.230027
1799		0.186908
1800		0.229685
1801		0.186682
1802		0.229344
1803		0.186457
1804		0.229003
1805		0.186231
1806		0.228663
1807		0.186006
1808		0.228323
1809		0.185781
1810		0.227984
1811		0.185557
1812		0.227646
1813		0.185332
1814		0.227308
1815		0.185108
1816		0.226971
1817		0.184884
1818		0.226634
1819		0.184660
1820		0.226298
1821		0.184437
1822		0.225962
1823		0.184214
1824		0.225627
1825		0.183991
1826		0.225292
1827		0.183768
1828		0.224958
1829		0.183546
1830		0.224625
1831		0.183323
1832		0.224292
1833		0.183101
1834		0.223959
1835		0.182880
1836		0.223627
1837		0.182658
1838		0.223296
1839		0.182437
1840		0.222965
1841		0.182216
1842		0.222635
1843		0.181995
1844		0.222305
1845		0.181775
1846		0.221976
1847		0.181554
1848		0.221647
1849		0.181334
1850		0.221319
1851		0.181114
